VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
1FMCU0G95DUD17286,2013,Ford,Escape,Sport Utility,SE,U0G,4,Ingot Silver Metallic,7L CLOTH BUCKET SEATS MEDIUM LIGHT STONE,4,2.0L,Automatic,0,25288,30515,0,28817,41369,,75115,Silver,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,D0E1DD,121
1FMCU0G91DUD23621,2013,Ford,Escape,Sport Utility,SE,U0G,4,Frosted Glass Metallic,7B CLOTH BUCKET SEATS CHARCOAL BLACK,4,2.0L,Automatic,0,22909,27835,0,26438,41376,,75115,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,429377,121
1FMCU0G98DUD09652,2013,Ford,Escape,Sport Utility,SE,U0G,4,Ingot Silver Metallic,7L CLOTH BUCKET SEATS MEDIUM LIGHT STONE,4,2.0L,Automatic,0,23788,28825,0,27317,41362,,75115,Silver,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,D0E1DD,121
1FMCU0G9XDUD09653,2013,Ford,Escape,Sport Utility,SE,U0G,4,Ingot Silver Metallic,7L CLOTH BUCKET SEATS MEDIUM LIGHT STONE,4,2.0L,Automatic,0,24139,29220,0,27668,41362,,75115,Silver,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,D0E1DD,121
1FMCU0G9XDUC34260,2013,Ford,Escape,Sport Utility,SE,U0G,4,White,LIGHT STONE,4,2.0L,Automatic,0,24599,29745,0,28128,41375,,75115,White,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,,121
1FMCU0J95DUC92964,2013,Ford,Escape,Sport Utility,Titanium,U0J,4,Tuxedo Black,CHARCOAL BLACK,4,2.0L,Automatic,0,27546,32955,0,31234,41383,,75115,Black,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,10101,121
1FMCU0J91DUC70184,2013,Ford,Escape,Sport Utility,Titanium,U0J,4,Kodiak Brown,Full Leather Bucket Seats Charcoal Black,4,2.0L,Automatic,3,35345,35345,32372,33355,41327,,77904,Brown,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,2,121
1FMCU0J97DUC78063,2013,Ford,Escape,Sport Utility,Titanium,U0J,4,White Platinum Tricoat,Full Leather Bucket Seats Charcoal Black,4,2.0L,Automatic,0,35940,35940,32882,33883,41340,,77904,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,C3BAB1,121
1FMCU0J99DUC78064,2013,Ford,Escape,Sport Utility,Titanium,U0J,4,White Platinum Tricoat,Full Leather Bucket Seats Charcoal Black,4,2.0L,Automatic,0,35940,35940,32882,33883,41340,,77904,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,C3BAB1,121
1FMCU0G97DUD23736,2013,Ford,Escape,Sport Utility,SE,U0G,4,Ruby Red,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,3,28940,28940,26628,27419,41379,,77904,Red,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,22,30,5,92242E,121
1FMCU9G9XDUD23671,2013,Ford,Escape,Sport Utility,SE,U9G,4,White Platinum Tricoat,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,0,34250,34250,31308,32236,41379,,77024,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,C3BAB1,121
1FMCU9G96DUC13491,2013,Ford,Escape,Sport Utility,SE,U9G,4,White Platinum Tricoat,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,2,32890,32890,30136,31024,41281,,77024,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,C3BAB1,121
1FMCU9G94DUC13490,2013,Ford,Escape,Sport Utility,SE,U9G,4,Oxford White,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,2,32595,32595,29883,30762,41269,,77024,White,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,FFFFFF,121
1FMCU9G93DUC13481,2013,Ford,Escape,Sport Utility,SE,U9G,4,White Platinum Tricoat,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,17,32295,32295,29642,30496,41269,,77024,White,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,C3BAB1,121
1FMCU9G94DUC13487,2013,Ford,Escape,Sport Utility,SE,U9G,4,Ingot Silver Metallic,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,17,31800,31800,29202,30057,41269,,77024,Silver,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,D0E1DD,121
1FMCU9G98DUC13489,2013,Ford,Escape,Sport Utility,SE,U9G,4,Oxford White,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,3,31800,31800,29202,30057,41269,,77024,White,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,FFFFFF,121
1FMCU9G98DUC13475,2013,Ford,Escape,Sport Utility,SE,U9G,4,Frosted Glass Metallic,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,17,31025,31025,28536,29368,41282,,77024,White,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,429377,121
1FMCU9G91DUC13480,2013,Ford,Escape,Sport Utility,SE,U9G,4,Ruby Red,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,3,30900,30900,28430,29258,41271,,77024,Red,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,92242E,121
1FMCU9G91DUD23672,2013,Ford,Escape,Sport Utility,SE,U9G,4,Tuxedo Black,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,0,30295,30295,27917,28726,41379,,77024,Black,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,10101,121
1FMCU9G95DUC13479,2013,Ford,Escape,Sport Utility,SE,U9G,4,Ruby Red,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,3,30125,30125,27765,28570,41269,,77024,Red,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,92242E,121
1FMCU9G99DUC13484,2013,Ford,Escape,Sport Utility,SE,U9G,4,Tuxedo Black,Cloth Bucket Seats Charcoal Black,4,2.0L,Automatic,2,29630,29630,27340,28130,41269,,77024,Black,Black,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,10101,121
1FMCU9G98DUD23670,2013,Ford,Escape,Sport Utility,SE,U9G,4,Sterling Grey Metallic,Cloth Bucket Seats Medium Light Stone,4,2.0L,Automatic,3,28810,28810,26644,27408,41372,,77024,Gray,Gray,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,585953,121
NM0LS7DN1DT137648,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,Gray Cloth,4,2.0L,Automatic,225,25720,25720,23974,24401,41365,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS6BN0DT137637,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S6B,4,Frozen White,Gray Cloth,4,2.0L,Automatic,25,25285,25285,23430,24030,41379,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN8DT129162,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,Gray Cloth,4,2.0L,Automatic,125,24780,24780,23011,23540,41323,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT130928,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,Gray Cloth,4,2.0L,Automatic,225,24715,24715,23137,23507,41319,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7CNXDT137150,2013,Ford,Transit Connect,Mini-van Cargo,XL,S7C,4,Frozen White,Gray Cloth,4,2.0L,Automatic,25,23705,23705,21977,22557,41379,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7CN0DT128425,2013,Ford,Transit Connect,Mini-van Cargo,XL,S7C,4,Frozen White,Gray Cloth,4,2.0L,Automatic,92,23385,23385,21787,22261,41288,,77024,White,Gray,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7AN2CT119047,2012,Ford,Transit Connect,Mini-van Cargo,XL,S7A,4,Frozen White,CLOTH SEATS - LOZENGE DARK GRAY,4,2.0L,Automatic,11,22860,22860,0,21175,41141,,27205,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
1FMCU9G9XDUB68474,2013,Ford,Escape,Sport Utility,SE,U9G,4,Ruby Red,Charcoal Black,4,2.0L,Automatic,24,27195,29530,0,27231,41227,4WD!! TOWING PACKAGE!! SYNC!! SIRIUS SATELLITE RADIO!! SIDE-CURTAIN AIRBAGS AND MUCH MORE!!! CALL OR TEXT RODNEY AT 336-633-9799 FOR MORE DETAILS AND-OR TO SCHEDULE A TEST-DRIVE TODAY! DONT FORGET TO MENTION YOU SAW IT HERE FOR SPECIAL INTERNET PRICING AND PROMOTIONS!! 2013 FOR ESCAPE 4WD SE FOR SALE IN ASHEBORO GREENSBORO HIGH POINT NC.,27205,Red,Gray,Cloth,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,92242E,121
WVWED7AJ0DW094622,2013,Volkswagen,GTI,Hatchback,,5K11Y2,2,Steel,Interlagos Clth St Trm,4,2.0L,Manual,0,24040,25060,25060,0,41222,,22150,,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,596164,121
WVWED7AJ5DW104352,2013,Volkswagen,GTI,Hatchback,w/Conv & Sunroof,5K13Y2,2,Deep Black Pearl Metallic,Interlagos Clth St Trm,4,2.0L,Manual,0,26326,27440,27440,0,41241,,22150,Black,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,0,121
WVWED7AJ6DW105252,2013,Volkswagen,GTI,Hatchback,w/Conv & Sunroof,5K13Y2,2,Gray,Interlagos Clth St Trm,4,2.0L,Manual,0,26326,27440,27440,0,41241,,22150,,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,7E7B79,121
WVWED7AJ5DW119434,2013,Volkswagen,GTI,Hatchback,,5K11Y2,2,Deep Black Pearl Metallic,Interlagos Clth St Trm,4,2.0L,Manual,0,24212,25230,25230,0,41286,,22150,Black,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,0,121
WVWED7AJ3DW120646,2013,Volkswagen,GTI,Hatchback,Autobahn,5K17Y2,2,Candy White,Titan Blk Leather,4,2.0L,Manual,0,30159,31425,31425,0,41298,,22150,White,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,F8F8F8,121
WVGBV3AX8DW582158,2013,Volkswagen,Tiguan,Sport Utility,SE,5N2CV3,4,Night Blue Metallic,Black Leatherette,4,2.0L,Automatic,0,29928,32485,32485,0,41313,,22150,Blue,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,161D30,121
WVGBV3AX8DW584444,2013,Volkswagen,Tiguan,Sport Utility,SE w/Sunroof & Nav,5N2DV3,4,Candy White,Black Leatherette,4,2.0L,Automatic,0,31790,34425,34425,0,41325,,22150,White,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,F8F8F8,121
WVWED7AJ6DW124657,2013,Volkswagen,GTI,Hatchback,,5K11Y2,2,,,4,2.0L,Manual,0,23527,24995,24995,0,41354,,22150,,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,,121
WVGBV3AX9DW083983,2013,Volkswagen,Tiguan,Sport Utility,SE w/Sunroof & Nav,5N2DV3,4,Deep Black Metallic,Black Leatherette,4,2.0L,Automatic,0,34115,34425,34425,0,41341,,22150,Black,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,0,121
WVWED7AJ8DW124837,2013,Volkswagen,GTI,Hatchback,w/Sunroof & Navi,5K15Y2,2,Candy White,Interlagos Clth St Trm,4,2.0L,Manual,0,27572,29260,29260,0,41361,,22150,White,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,F8F8F8,121
WVWED7AJ6DW127266,2013,Volkswagen,GTI,Hatchback,w/Conv & Sunroof,5K13Y2,2,Gray,Interlagos Clth St Trm,4,2.0L,Manual,0,26203,27825,27825,0,41341,,22150,,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,,121
WVGBV3AX3DW605085,2013,Volkswagen,Tiguan,Sport Utility,SEL,5N2EV3,4,Candy White,Black Leather,4,2.0L,Automatic,0,38225,38225,38225,0,41381,,22150,White,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,F8F8F8,121
WVGBV3AX4DW604026,2013,Volkswagen,Tiguan,Sport Utility,SE w/Sunroof & Nav,5N2DV3,4,Deep Black Metallic,Black Leatherette,4,2.0L,Automatic,0,34460,34460,34460,0,41381,,22150,Black,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,0,121
WVGBV3AX5DW601104,2013,Volkswagen,Tiguan,Sport Utility,SE w/Sunroof & Nav,5N2DV3,4,Deep Black Metallic,Black Leatherette,4,2.0L,Automatic,0,34460,34460,34460,0,41381,,22150,Black,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,27,5,0,121
WVWGD7AJ9DW130431,2013,Volkswagen,GTI,Hatchback,Drivers Edition,5K1BY2,4,Steel,Titan Blk Leather,4,2.0L,Manual,0,30760,30760,30760,0,41387,,22150,,,1,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Manual,FWD,Gasoline Fuel,21,31,5,,121
NM0LS7BN3CT118262,2012,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Dark Blue,,4,2.0L,Automatic,10,24300,24300,0,22361,41137,2.0L I4 DURATEC GAS ENGINE.4 SPD AUTO TRANSAXLE W/ O/DREVERSE SENSING SYSTEMSNG SIDE GLASS - DARK TINTED,10583,Blue,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,1D2957,121
1FMCU9H91DUC06625,2013,Ford,Escape,Sport Utility,SEL,U9H,4,White Platinum Tricoat,,4,2.0L,Automatic,10,35720,35720,0,32655,41269,2.0L I4 GTDI ECOBOOST ENGINE.6-SPEED SELECTSHIFT AUTO TRANMYFORD TOUCH/HD SIRIUS/NAVPARKING TECHNOLOGY PACKAGE,10583,White,,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,C3BAB1,121
3VW7A7AT3DM814429,2013,Volkswagen,Beetle Convertible,Convertible,2.0T,5C71Y3,2,,,4,2.0L,Automatic,0,0,0,0,0,41365,,22150,,,1,I,Electronic Fuel Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,FWD,Gasoline Fuel,21,29,4,,121
1FMCU9J95DUB12077,2013,Ford,Escape,Sport Utility,Titanium,U9J,4,Ingot Silver Metallic,,4,2.0L,Automatic,10,36130,36130,0,33094,41176,2.0L I4 GTDI ECOBOOST ENGINE.6-SPEED SELECTSHIFT AUTO TRANPOWER PANORAMA ROOFMYFORD TOUCH/HD SIRIUS/NAVPARKING TECHNOLOGY PACKAGE,10583,Silver,,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,D0E1DD,121
NM0LS7AN8CT100759,2012,Ford,Transit Connect,Mini-van Cargo,XL,S7A,4,Dark Blue,,4,2.0L,Automatic,5,23330,23330,0,21500,41204,2.0L I4 DURATEC GAS ENGINE.4 SPD AUTO TRANSAXLE W/ O/D,10583,Blue,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,1D2957,121
NM0LS7DN2DT127971,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41312,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN5DT127818,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41312,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN2DT131165,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN6DT131167,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BNXDT131110,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN1DT131168,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN1DT131171,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN3DT131172,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT131360,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN6DT131179,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN7DT131174,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DNXDT131363,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41313,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT133862,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT134655,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN2DT133854,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN4DT133855,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
